tournament,round,game,game_date,player_name,player_team,player_team_seed,player_minutes,opponent_team,opponent_team_seed,game_points_spread,favored_team,player_team_favored,prop_platform,prop_platform_type,prop_market,prop_line,prop_id,number_times_identified,data_source,file_date
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Dame Sarr,Duke,1,31,Siena,16,-27.5,Duke,TRUE,caesars,sportsbook,three_pointers_made,1.5,dame_sarr_caesars_three_pointers_made_no_1_duke_vs_no_16_siena_20260319,20,rotowire_subscription,"2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Dame Sarr,Duke,1,31,Siena,16,-27.5,Duke,TRUE,draftkings,sportsbook,points,9.5,dame_sarr_draftkings_points_no_1_duke_vs_no_16_siena_20260319,5,scraped_rotowire,2026-03-19
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Dame Sarr,Duke,1,31,Siena,16,-27.5,Duke,TRUE,draftkings,sportsbook,rebounds,4.5,dame_sarr_draftkings_rebounds_no_1_duke_vs_no_16_siena_20260319,5,scraped_rotowire,2026-03-19
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Dame Sarr,Duke,1,31,Siena,16,-27.5,Duke,TRUE,draftkings,sportsbook,three_pointers_made,4,dame_sarr_draftkings_three_pointers_made_no_1_duke_vs_no_16_siena_20260319,3,draftkings_top_props,2026-03-16
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Dame Sarr,Duke,1,31,Siena,16,-27.5,Duke,TRUE,fanduel,sportsbook,points,8.5,dame_sarr_fanduel_points_no_1_duke_vs_no_16_siena_20260319,27,"rotowire_subscription, scraped_rotowire, bettingpros","2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Dame Sarr,Duke,1,31,Siena,16,-27.5,Duke,TRUE,fanduel,sportsbook,rebounds,4.5,dame_sarr_fanduel_rebounds_no_1_duke_vs_no_16_siena_20260319,27,"rotowire_subscription, scraped_rotowire, bettingpros","2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Dame Sarr,Duke,1,31,Siena,16,-27.5,Duke,TRUE,fliff,dfs,points,8.5,dame_sarr_fliff_points_no_1_duke_vs_no_16_siena_20260319,2,bettingpros,2026-03-19
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Dame Sarr,Duke,1,31,Siena,16,-27.5,Duke,TRUE,fliff,dfs,rebounds,4.5,dame_sarr_fliff_rebounds_no_1_duke_vs_no_16_siena_20260319,2,bettingpros,2026-03-19
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Dame Sarr,Duke,1,31,Siena,16,-27.5,Duke,TRUE,pick6,dfs,points,8.5,dame_sarr_pick6_points_no_1_duke_vs_no_16_siena_20260319,29,rotowire_subscription,"2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Dame Sarr,Duke,1,31,Siena,16,-27.5,Duke,TRUE,pick6,dfs,points_rebounds_assists,15.5,dame_sarr_pick6_points_rebounds_assists_no_1_duke_vs_no_16_siena_20260319,4,rotowire_subscription,2026-03-18
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Dame Sarr,Duke,1,31,Siena,16,-27.5,Duke,TRUE,pick6,dfs,rebounds,4.5,dame_sarr_pick6_rebounds_no_1_duke_vs_no_16_siena_20260319,11,rotowire_subscription,"2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Dame Sarr,Duke,1,31,Siena,16,-27.5,Duke,TRUE,pick6,dfs,three_pointers_made,1.5,dame_sarr_pick6_three_pointers_made_no_1_duke_vs_no_16_siena_20260319,11,rotowire_subscription,"2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Dame Sarr,Duke,1,31,Siena,16,-27.5,Duke,TRUE,prizepicks,dfs,assists,1.5,dame_sarr_prizepicks_assists_no_1_duke_vs_no_16_siena_20260319,37,rotowire_subscription,"2026-03-16, 2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Dame Sarr,Duke,1,31,Siena,16,-27.5,Duke,TRUE,prizepicks,dfs,points_assists,9.5,dame_sarr_prizepicks_points_assists_no_1_duke_vs_no_16_siena_20260319,37,rotowire_subscription,"2026-03-16, 2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Dame Sarr,Duke,1,31,Siena,16,-27.5,Duke,TRUE,prizepicks,dfs,points,8.5,dame_sarr_prizepicks_points_no_1_duke_vs_no_16_siena_20260319,39,"rotowire_subscription, bettingpros","2026-03-16, 2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Dame Sarr,Duke,1,31,Siena,16,-27.5,Duke,TRUE,prizepicks,dfs,points_rebounds_assists,14.5,dame_sarr_prizepicks_points_rebounds_assists_no_1_duke_vs_no_16_siena_20260319,37,rotowire_subscription,"2026-03-16, 2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Dame Sarr,Duke,1,31,Siena,16,-27.5,Duke,TRUE,prizepicks,dfs,points_rebounds,12.5,dame_sarr_prizepicks_points_rebounds_no_1_duke_vs_no_16_siena_20260319,31,rotowire_subscription,"2026-03-16, 2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Dame Sarr,Duke,1,31,Siena,16,-27.5,Duke,TRUE,prizepicks,dfs,rebounds_assists,6.5,dame_sarr_prizepicks_rebounds_assists_no_1_duke_vs_no_16_siena_20260319,36,rotowire_subscription,"2026-03-16, 2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Dame Sarr,Duke,1,31,Siena,16,-27.5,Duke,TRUE,prizepicks,dfs,rebounds,4.5,dame_sarr_prizepicks_rebounds_no_1_duke_vs_no_16_siena_20260319,27,"rotowire_subscription, bettingpros","2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Dame Sarr,Duke,1,31,Siena,16,-27.5,Duke,TRUE,prizepicks,dfs,three_pointers_made,1.5,dame_sarr_prizepicks_three_pointers_made_no_1_duke_vs_no_16_siena_20260319,37,rotowire_subscription,"2026-03-16, 2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Dame Sarr,Duke,1,31,Siena,16,-27.5,Duke,TRUE,sleeper,dfs,assists,1.5,dame_sarr_sleeper_assists_no_1_duke_vs_no_16_siena_20260319,23,rotowire_subscription,"2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Dame Sarr,Duke,1,31,Siena,16,-27.5,Duke,TRUE,sleeper,dfs,points,8.5,dame_sarr_sleeper_points_no_1_duke_vs_no_16_siena_20260319,39,"rotowire_subscription, bettingpros","2026-03-16, 2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Dame Sarr,Duke,1,31,Siena,16,-27.5,Duke,TRUE,sleeper,dfs,points_rebounds_assists,14.5,dame_sarr_sleeper_points_rebounds_assists_no_1_duke_vs_no_16_siena_20260319,23,rotowire_subscription,"2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Dame Sarr,Duke,1,31,Siena,16,-27.5,Duke,TRUE,sleeper,dfs,rebounds,4.5,dame_sarr_sleeper_rebounds_no_1_duke_vs_no_16_siena_20260319,39,"rotowire_subscription, bettingpros","2026-03-16, 2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Dame Sarr,Duke,1,31,Siena,16,-27.5,Duke,TRUE,sleeper,dfs,three_pointers_made,1.5,dame_sarr_sleeper_three_pointers_made_no_1_duke_vs_no_16_siena_20260319,1,rotowire_subscription,2026-03-16
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Dame Sarr,Duke,1,31,Siena,16,-27.5,Duke,TRUE,thescore,sportsbook,points,9.5,dame_sarr_thescore_points_no_1_duke_vs_no_16_siena_20260319,7,"scraped_rotowire, bettingpros",2026-03-19
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Dame Sarr,Duke,1,31,Siena,16,-27.5,Duke,TRUE,thescore,sportsbook,rebounds,5.5,dame_sarr_thescore_rebounds_no_1_duke_vs_no_16_siena_20260319,6,"scraped_rotowire, bettingpros",2026-03-19
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Dame Sarr,Duke,1,31,Siena,16,-27.5,Duke,TRUE,underdog,dfs,assists,1.5,dame_sarr_underdog_assists_no_1_duke_vs_no_16_siena_20260319,36,rotowire_subscription,"2026-03-16, 2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Dame Sarr,Duke,1,31,Siena,16,-27.5,Duke,TRUE,underdog,dfs,points,8.5,dame_sarr_underdog_points_no_1_duke_vs_no_16_siena_20260319,39,"rotowire_subscription, bettingpros","2026-03-16, 2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Dame Sarr,Duke,1,31,Siena,16,-27.5,Duke,TRUE,underdog,dfs,points_rebounds_assists,14.5,dame_sarr_underdog_points_rebounds_assists_no_1_duke_vs_no_16_siena_20260319,25,rotowire_subscription,"2026-03-16, 2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Dame Sarr,Duke,1,31,Siena,16,-27.5,Duke,TRUE,underdog,dfs,rebounds,4.5,dame_sarr_underdog_rebounds_no_1_duke_vs_no_16_siena_20260319,38,"rotowire_subscription, bettingpros","2026-03-16, 2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Dame Sarr,Duke,1,31,Siena,16,-27.5,Duke,TRUE,underdog,dfs,three_pointers_made,1.5,dame_sarr_underdog_three_pointers_made_no_1_duke_vs_no_16_siena_20260319,3,rotowire_subscription,2026-03-16
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Francis Folefac,Siena,16,40,Duke,1,-27.5,Duke,FALSE,betmgm,sportsbook,points,8.5,francis_folefac_betmgm_points_no_16_siena_vs_no_1_duke_20260319,8,"rotowire_subscription, scraped_rotowire",2026-03-19
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Francis Folefac,Siena,16,40,Duke,1,-27.5,Duke,FALSE,betrivers,sportsbook,points,9.5,francis_folefac_betrivers_points_no_16_siena_vs_no_1_duke_20260319,5,scraped_rotowire,2026-03-19
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Francis Folefac,Siena,16,40,Duke,1,-27.5,Duke,FALSE,caesars,sportsbook,points,8.5,francis_folefac_caesars_points_no_16_siena_vs_no_1_duke_20260319,8,"rotowire_subscription, scraped_rotowire, bettingpros",2026-03-19
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Francis Folefac,Siena,16,40,Duke,1,-27.5,Duke,FALSE,draftkings,sportsbook,points,9.5,francis_folefac_draftkings_points_no_16_siena_vs_no_1_duke_20260319,4,scraped_rotowire,2026-03-19
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Francis Folefac,Siena,16,40,Duke,1,-27.5,Duke,FALSE,fanduel,sportsbook,points,8.5,francis_folefac_fanduel_points_no_16_siena_vs_no_1_duke_20260319,6,"rotowire_subscription, scraped_rotowire",2026-03-19
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Francis Folefac,Siena,16,40,Duke,1,-27.5,Duke,FALSE,fliff,dfs,points,9.5,francis_folefac_fliff_points_no_16_siena_vs_no_1_duke_20260319,2,bettingpros,2026-03-19
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Francis Folefac,Siena,16,40,Duke,1,-27.5,Duke,FALSE,fliff,dfs,rebounds,5.5,francis_folefac_fliff_rebounds_no_16_siena_vs_no_1_duke_20260319,2,bettingpros,2026-03-19
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Francis Folefac,Siena,16,40,Duke,1,-27.5,Duke,FALSE,hardrock,sportsbook,points,8.5,francis_folefac_hardrock_points_no_16_siena_vs_no_1_duke_20260319,2,bettingpros,2026-03-19
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Francis Folefac,Siena,16,40,Duke,1,-27.5,Duke,FALSE,pick6,dfs,points_rebounds_assists,17.5,francis_folefac_pick6_points_rebounds_assists_no_16_siena_vs_no_1_duke_20260319,34,rotowire_subscription,"2026-03-16, 2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Francis Folefac,Siena,16,40,Duke,1,-27.5,Duke,FALSE,prizepicks,dfs,points_assists,11.5,francis_folefac_prizepicks_points_assists_no_16_siena_vs_no_1_duke_20260319,34,rotowire_subscription,"2026-03-16, 2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Francis Folefac,Siena,16,40,Duke,1,-27.5,Duke,FALSE,prizepicks,dfs,points,9,francis_folefac_prizepicks_points_no_16_siena_vs_no_1_duke_20260319,28,"rotowire_subscription, bettingpros","2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Francis Folefac,Siena,16,40,Duke,1,-27.5,Duke,FALSE,prizepicks,dfs,points_rebounds_assists,17.5,francis_folefac_prizepicks_points_rebounds_assists_no_16_siena_vs_no_1_duke_20260319,34,rotowire_subscription,"2026-03-16, 2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Francis Folefac,Siena,16,40,Duke,1,-27.5,Duke,FALSE,prizepicks,dfs,points_rebounds,15,francis_folefac_prizepicks_points_rebounds_no_16_siena_vs_no_1_duke_20260319,31,rotowire_subscription,"2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Francis Folefac,Siena,16,40,Duke,1,-27.5,Duke,FALSE,prizepicks,dfs,rebounds_assists,8,francis_folefac_prizepicks_rebounds_assists_no_16_siena_vs_no_1_duke_20260319,20,rotowire_subscription,"2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Francis Folefac,Siena,16,40,Duke,1,-27.5,Duke,FALSE,prizepicks,dfs,steals,0.5,francis_folefac_prizepicks_steals_no_16_siena_vs_no_1_duke_20260319,3,rotowire_subscription,2026-03-19
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Francis Folefac,Siena,16,40,Duke,1,-27.5,Duke,FALSE,sleeper,dfs,points,8.5,francis_folefac_sleeper_points_no_16_siena_vs_no_1_duke_20260319,25,"rotowire_subscription, bettingpros","2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Francis Folefac,Siena,16,40,Duke,1,-27.5,Duke,FALSE,sleeper,dfs,points_rebounds_assists,17.5,francis_folefac_sleeper_points_rebounds_assists_no_16_siena_vs_no_1_duke_20260319,23,rotowire_subscription,"2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Francis Folefac,Siena,16,40,Duke,1,-27.5,Duke,FALSE,underdog,dfs,points,9.5,francis_folefac_underdog_points_no_16_siena_vs_no_1_duke_20260319,2,bettingpros,2026-03-19
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Francis Folefac,Siena,16,40,Duke,1,-27.5,Duke,FALSE,underdog,dfs,points_rebounds_assists,17.5,francis_folefac_underdog_points_rebounds_assists_no_16_siena_vs_no_1_duke_20260319,34,rotowire_subscription,"2026-03-16, 2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Francis Folefac,Siena,16,40,Duke,1,-27.5,Duke,FALSE,underdog,dfs,rebounds,5.5,francis_folefac_underdog_rebounds_no_16_siena_vs_no_1_duke_20260319,2,bettingpros,2026-03-19
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Gavin Doty,Siena,16,40,Duke,1,-27.5,Duke,FALSE,betmgm,sportsbook,points,14.5,gavin_doty_betmgm_points_no_16_siena_vs_no_1_duke_20260319,8,"rotowire_subscription, scraped_rotowire",2026-03-19
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Gavin Doty,Siena,16,40,Duke,1,-27.5,Duke,FALSE,betmgm,sportsbook,three_pointers_made,1.5,gavin_doty_betmgm_three_pointers_made_no_16_siena_vs_no_1_duke_20260319,3,rotowire_subscription,2026-03-19
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Gavin Doty,Siena,16,40,Duke,1,-27.5,Duke,FALSE,betrivers,sportsbook,points,15.5,gavin_doty_betrivers_points_no_16_siena_vs_no_1_duke_20260319,5,scraped_rotowire,2026-03-19
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Gavin Doty,Siena,16,40,Duke,1,-27.5,Duke,FALSE,caesars,sportsbook,points,15.5,gavin_doty_caesars_points_no_16_siena_vs_no_1_duke_20260319,27,"rotowire_subscription, scraped_rotowire, bettingpros","2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Gavin Doty,Siena,16,40,Duke,1,-27.5,Duke,FALSE,caesars,sportsbook,three_pointers_made,1.5,gavin_doty_caesars_three_pointers_made_no_16_siena_vs_no_1_duke_20260319,12,rotowire_subscription,"2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Gavin Doty,Siena,16,40,Duke,1,-27.5,Duke,FALSE,draftkings,sportsbook,points,14.5,gavin_doty_draftkings_points_no_16_siena_vs_no_1_duke_20260319,5,scraped_rotowire,2026-03-19
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Gavin Doty,Siena,16,40,Duke,1,-27.5,Duke,FALSE,draftkings,sportsbook,three_pointers_made,2,gavin_doty_draftkings_three_pointers_made_no_16_siena_vs_no_1_duke_20260319,4,draftkings_top_props,2026-03-16
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Gavin Doty,Siena,16,40,Duke,1,-27.5,Duke,FALSE,fanduel,sportsbook,points,15.5,gavin_doty_fanduel_points_no_16_siena_vs_no_1_duke_20260319,25,"rotowire_subscription, scraped_rotowire","2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Gavin Doty,Siena,16,40,Duke,1,-27.5,Duke,FALSE,fliff,dfs,points,15.5,gavin_doty_fliff_points_no_16_siena_vs_no_1_duke_20260319,2,bettingpros,2026-03-19
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Gavin Doty,Siena,16,40,Duke,1,-27.5,Duke,FALSE,fliff,dfs,rebounds,5.5,gavin_doty_fliff_rebounds_no_16_siena_vs_no_1_duke_20260319,2,bettingpros,2026-03-19
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Gavin Doty,Siena,16,40,Duke,1,-27.5,Duke,FALSE,hardrock,sportsbook,points,15.5,gavin_doty_hardrock_points_no_16_siena_vs_no_1_duke_20260319,2,bettingpros,2026-03-19
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Gavin Doty,Siena,16,40,Duke,1,-27.5,Duke,FALSE,pick6,dfs,points,15.5,gavin_doty_pick6_points_no_16_siena_vs_no_1_duke_20260319,34,rotowire_subscription,"2026-03-16, 2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Gavin Doty,Siena,16,40,Duke,1,-27.5,Duke,FALSE,pick6,dfs,points_rebounds_assists,22.5,gavin_doty_pick6_points_rebounds_assists_no_16_siena_vs_no_1_duke_20260319,34,rotowire_subscription,"2026-03-16, 2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Gavin Doty,Siena,16,40,Duke,1,-27.5,Duke,FALSE,pick6,dfs,rebounds,5.5,gavin_doty_pick6_rebounds_no_16_siena_vs_no_1_duke_20260319,11,rotowire_subscription,"2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Gavin Doty,Siena,16,40,Duke,1,-27.5,Duke,FALSE,prizepicks,dfs,assists,1.5,gavin_doty_prizepicks_assists_no_16_siena_vs_no_1_duke_20260319,34,rotowire_subscription,"2026-03-16, 2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Gavin Doty,Siena,16,40,Duke,1,-27.5,Duke,FALSE,prizepicks,dfs,fantasy_score,24.5,gavin_doty_prizepicks_fantasy_score_no_16_siena_vs_no_1_duke_20260319,32,rotowire_subscription,"2026-03-16, 2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Gavin Doty,Siena,16,40,Duke,1,-27.5,Duke,FALSE,prizepicks,dfs,points_assists,17,gavin_doty_prizepicks_points_assists_no_16_siena_vs_no_1_duke_20260319,31,rotowire_subscription,"2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Gavin Doty,Siena,16,40,Duke,1,-27.5,Duke,FALSE,prizepicks,dfs,points,15.5,gavin_doty_prizepicks_points_no_16_siena_vs_no_1_duke_20260319,36,"rotowire_subscription, bettingpros","2026-03-16, 2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Gavin Doty,Siena,16,40,Duke,1,-27.5,Duke,FALSE,prizepicks,dfs,points_rebounds_assists,22.5,gavin_doty_prizepicks_points_rebounds_assists_no_16_siena_vs_no_1_duke_20260319,34,rotowire_subscription,"2026-03-16, 2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Gavin Doty,Siena,16,40,Duke,1,-27.5,Duke,FALSE,prizepicks,dfs,points_rebounds,21,gavin_doty_prizepicks_points_rebounds_no_16_siena_vs_no_1_duke_20260319,32,rotowire_subscription,"2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Gavin Doty,Siena,16,40,Duke,1,-27.5,Duke,FALSE,prizepicks,dfs,rebounds_assists,7,gavin_doty_prizepicks_rebounds_assists_no_16_siena_vs_no_1_duke_20260319,20,rotowire_subscription,"2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Gavin Doty,Siena,16,40,Duke,1,-27.5,Duke,FALSE,prizepicks,dfs,rebounds,5.5,gavin_doty_prizepicks_rebounds_no_16_siena_vs_no_1_duke_20260319,14,"rotowire_subscription, bettingpros","2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Gavin Doty,Siena,16,40,Duke,1,-27.5,Duke,FALSE,sleeper,dfs,assists,1.5,gavin_doty_sleeper_assists_no_16_siena_vs_no_1_duke_20260319,23,rotowire_subscription,"2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Gavin Doty,Siena,16,40,Duke,1,-27.5,Duke,FALSE,sleeper,dfs,points,15.5,gavin_doty_sleeper_points_no_16_siena_vs_no_1_duke_20260319,36,"rotowire_subscription, bettingpros","2026-03-16, 2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Gavin Doty,Siena,16,40,Duke,1,-27.5,Duke,FALSE,sleeper,dfs,points_rebounds_assists,22.5,gavin_doty_sleeper_points_rebounds_assists_no_16_siena_vs_no_1_duke_20260319,23,rotowire_subscription,"2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Gavin Doty,Siena,16,40,Duke,1,-27.5,Duke,FALSE,sleeper,dfs,rebounds,5.5,gavin_doty_sleeper_rebounds_no_16_siena_vs_no_1_duke_20260319,14,"rotowire_subscription, bettingpros","2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Gavin Doty,Siena,16,40,Duke,1,-27.5,Duke,FALSE,thescore,sportsbook,points,14.5,gavin_doty_thescore_points_no_16_siena_vs_no_1_duke_20260319,7,"scraped_rotowire, bettingpros",2026-03-19
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Gavin Doty,Siena,16,40,Duke,1,-27.5,Duke,FALSE,underdog,dfs,assists,1.5,gavin_doty_underdog_assists_no_16_siena_vs_no_1_duke_20260319,34,rotowire_subscription,"2026-03-16, 2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Gavin Doty,Siena,16,40,Duke,1,-27.5,Duke,FALSE,underdog,dfs,points,15.5,gavin_doty_underdog_points_no_16_siena_vs_no_1_duke_20260319,2,bettingpros,2026-03-19
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Gavin Doty,Siena,16,40,Duke,1,-27.5,Duke,FALSE,underdog,dfs,points_rebounds_assists,22.5,gavin_doty_underdog_points_rebounds_assists_no_16_siena_vs_no_1_duke_20260319,34,rotowire_subscription,"2026-03-16, 2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Gavin Doty,Siena,16,40,Duke,1,-27.5,Duke,FALSE,underdog,dfs,rebounds,5.5,gavin_doty_underdog_rebounds_no_16_siena_vs_no_1_duke_20260319,14,"rotowire_subscription, bettingpros","2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Isaiah Evans,Duke,1,32,Siena,16,-27.5,Duke,TRUE,betmgm,sportsbook,points,14.5,isaiah_evans_betmgm_points_no_1_duke_vs_no_16_siena_20260319,25,"rotowire_subscription, scraped_rotowire","2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Isaiah Evans,Duke,1,32,Siena,16,-27.5,Duke,TRUE,betmgm,sportsbook,three_pointers_made,2.5,isaiah_evans_betmgm_three_pointers_made_no_1_duke_vs_no_16_siena_20260319,20,rotowire_subscription,"2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Isaiah Evans,Duke,1,32,Siena,16,-27.5,Duke,TRUE,betrivers,sportsbook,points,15.5,isaiah_evans_betrivers_points_no_1_duke_vs_no_16_siena_20260319,5,scraped_rotowire,2026-03-19
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Isaiah Evans,Duke,1,32,Siena,16,-27.5,Duke,TRUE,caesars,sportsbook,points,14.5,isaiah_evans_caesars_points_no_1_duke_vs_no_16_siena_20260319,27,"rotowire_subscription, scraped_rotowire, bettingpros","2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Isaiah Evans,Duke,1,32,Siena,16,-27.5,Duke,TRUE,caesars,sportsbook,three_pointers_made,2.5,isaiah_evans_caesars_three_pointers_made_no_1_duke_vs_no_16_siena_20260319,20,rotowire_subscription,"2026-03-17, 2026-03-18, 2026-03-19"
