scrape_date,scrape_time,game_date,tournament,round,region,away_team,away_team_full,away_team_seed,home_team,home_team_full,home_team_seed,game_time,tv_network,tickets_info,venue,spread_line,spread_team,over_under
2026-03-19,02:39:04,"Thursday, March 19, 2026",NCAA Tournament,1st Round,East,Siena,16 Siena,16,Duke,v   1 Duke,1,2:50 PM,CBS,Tickets as low as $38,"Bon Secours Wellness Arena, Greenville, SC",-27.5,DUKE,135.5
